,make,model,trim,type,price,mileage,src,year,image-type
8791,CHEVROLET,TRAVERSE,LT,suv,20500,52315,cdnblob.carvana.io/2000255167/post-large/normalized/cropped/2000255167-edc-02.jpg?v=2019.3.13_12.47.45,2015,original
8792,GMC,TERRAIN,SLE-2,suv,18800,36055,cdnblob.carvana.io/2000252010/post-large/normalized/cropped/2000252010-edc-02.jpg?v=2019.3.28_0.32.34,2017,original
8793,CHEVROLET,SUBURBAN,LTZ,suv,48400,24141,cdnblob.carvana.io/2000249983/post-large/normalized/cropped/2000249983-edc-02.jpg?v=2019.2.26_18.45.12,2016,original
8794,KIA,SORENTO,LX,suv,15100,35849,cdnblob.carvana.io/2000256719/post-large/normalized/cropped/2000256719-edc-02.jpg?v=2019.3.8_12.25.10,2014,original
8795,CHEVROLET,EQUINOX,LT,suv,15600,35708,cdnblob.carvana.io/2000251497/post-large/normalized/cropped/2000251497-edc-02.jpg?v=2019.3.23_11.17.45,2015,original
8796,KIA,SORENTO,LX,suv,15800,41466,cdnblob.carvana.io/2000251646/post-large/normalized/cropped/2000251646-edc-02.jpg?v=2019.3.14_14.0.13,2016,original
8797,JEEP,COMPASS,Latitude,suv,17800,11092,cdnblob.carvana.io/2000256809/post-large/normalized/cropped/2000256809-edc-02.jpg?v=2019.2.26_2.8.15,2016,original
8798,DODGE,JOURNEY,GT,suv,19100,21047,cdnblob.carvana.io/2000251515/post-large/normalized/cropped/2000251515-edc-02.jpg?v=2019.2.28_17.28.45,2017,original
8799,CHEVROLET,EQUINOX,LT,suv,16600,24345,cdnblob.carvana.io/2000255366/post-large/normalized/cropped/2000255366-edc-02.jpg?v=2019.3.5_0.32.4,2016,original
8800,DODGE,JOURNEY,R/T,suv,17600,38885,cdnblob.carvana.io/2000256869/post-large/normalized/cropped/2000256869-edc-02.jpg?v=2019.3.4_22.56.23,2016,original
8801,DODGE,JOURNEY,GT,suv,19300,30091,cdnblob.carvana.io/2000256364/post-large/normalized/cropped/2000256364-edc-02.jpg?v=2019.3.29_21.24.7,2017,original
8802,JEEP,COMPASS,High Altitude Edition,suv,18400,11459,cdnblob.carvana.io/2000257097/post-large/normalized/cropped/2000257097-edc-02.jpg?v=2019.2.22_4.46.14,2016,original
8803,GMC,TERRAIN,SLE-2,suv,19200,23196,cdnblob.carvana.io/2000256350/post-large/normalized/cropped/2000256350-edc-02.jpg?v=2019.3.11_14.38.0,2017,original
8804,JEEP,COMPASS,Sport,suv,15700,25645,cdnblob.carvana.io/2000247024/post-large/normalized/cropped/2000247024-edc-02.jpg?v=2019.4.1_16.52.26,2016,original
8805,JEEP,RENEGADE,Latitude,suv,15200,43485,cdnblob.carvana.io/2000257765/post-large/normalized/cropped/2000257765-edc-02.jpg?v=2019.3.21_5.43.58,2017,original
8806,DODGE,JOURNEY,GT,suv,19800,23164,cdnblob.carvana.io/2000246219/post-large/normalized/cropped/2000246219-edc-02.jpg?v=2019.3.4_18.37.49,2017,original
8807,KIA,SPORTAGE,LX,suv,16800,28822,cdnblob.carvana.io/2000256863/post-large/normalized/cropped/2000256863-edc-02.jpg?v=2019.3.26_14.27.20,2017,original
8808,CHEVROLET,TRAVERSE,LTZ,suv,28100,37806,cdnblob.carvana.io/2000257044/post-large/normalized/cropped/2000257044-edc-02.jpg?v=2019.4.4_10.2.45,2016,original
8809,VOLKSWAGEN,TIGUAN,2.0T Sport,suv,18500,40123,cdnblob.carvana.io/2000253930/post-large/normalized/cropped/2000253930-edc-02.jpg?v=2019.3.11_23.54.32,2017,original
8810,MAZDA,CX-5,Grand Touring,suv,20100,51910,cdnblob.carvana.io/2000257249/post-large/normalized/cropped/2000257249-edc-02.jpg?v=2019.4.4_1.8.42,2016,original
8811,JEEP,WRANGLER,Unlimited Rubicon,suv,32300,26517,cdnblob.carvana.io/2000247729/post-large/normalized/cropped/2000247729-edc-02.jpg?v=2019.3.29_20.13.32,2013,original
8812,KIA,SORENTO,L,suv,19600,18400,cdnblob.carvana.io/2000256131/post-large/normalized/cropped/2000256131-edc-02.jpg?v=2019.2.22_17.1.38,2018,original
8813,CHEVROLET,EQUINOX,LS,suv,15400,37784,cdnblob.carvana.io/2000252044/post-large/normalized/cropped/2000252044-edc-02.jpg?v=2019.3.28_15.18.48,2016,original
8814,HONDA,CR-V,LX,suv,22800,16284,cdnblob.carvana.io/2000254418/post-large/normalized/cropped/2000254418-edc-02.jpg?v=2019.3.19_15.1.57,2017,original
8815,GMC,TERRAIN,SLE-1,suv,16600,37433,cdnblob.carvana.io/2000250422/post-large/normalized/cropped/2000250422-edc-02.jpg?v=2019.2.26_18.3.40,2016,original
8816,HYUNDAI,TUCSON,SEL,suv,20300,12030,cdnblob.carvana.io/2000253941/post-large/normalized/cropped/2000253941-edc-02.jpg?v=2019.4.11_12.19.41,2018,original
8817,JEEP,GRAND CHEROKEE,Altitude,suv,31500,11937,cdnblob.carvana.io/2000253689/post-large/normalized/cropped/2000253689-edc-02.jpg?v=2019.2.21_22.25.30,2018,original
8818,KIA,SPORTAGE,EX,suv,15000,50499,cdnblob.carvana.io/2000257235/post-large/normalized/cropped/2000257235-edc-02.jpg?v=2019.3.28_1.3.17,2013,original
8819,VOLKSWAGEN,TIGUAN,2.0T SE,suv,17800,12402,cdnblob.carvana.io/2000256224/post-large/normalized/cropped/2000256224-edc-02.jpg?v=2019.2.26_2.7.41,2015,original
8820,AUDI,Q5,3.0T Premium Plus,suv,29000,41392,cdnblob.carvana.io/2000256223/post-large/normalized/cropped/2000256223-edc-02.jpg?v=2019.2.25_21.2.12,2016,original
8821,AUDI,Q5,2.0T Premium Plus,suv,24300,47742,cdnblob.carvana.io/2000256158/post-large/normalized/cropped/2000256158-edc-02.jpg?v=2019.3.6_5.16.38,2015,original
8822,MERCEDES-BENZ,GLA,GLA 250 4MATIC,suv,31300,17215,cdnblob.carvana.io/2000255278/post-large/normalized/cropped/2000255278-edc-02.jpg?v=2019.2.26_15.16.2,2018,original
8823,KIA,SORENTO,LX,suv,19300,17091,cdnblob.carvana.io/2000253465/post-large/normalized/cropped/2000253465-edc-02.jpg?v=2019.2.25_7.14.41,2017,original
8824,CHEVROLET,TRAVERSE,LS,suv,22000,17299,cdnblob.carvana.io/2000252083/post-large/normalized/cropped/2000252083-edc-02.jpg?v=2019.3.4_18.51.32,2017,original
8825,MAZDA,CX-5,Touring,suv,17400,46343,cdnblob.carvana.io/2000244619/post-large/normalized/cropped/2000244619-edc-02.jpg?v=2019.3.12_14.32.1,2016,original
8826,KIA,SPORTAGE,EX,suv,23700,7819,cdnblob.carvana.io/2000257241/post-large/normalized/cropped/2000257241-edc-02.jpg?v=2019.2.22_1.38.27,2018,original
8827,AUDI,Q3,Premium Plus,suv,33300,8514,cdnblob.carvana.io/2000255703/post-large/normalized/cropped/2000255703-edc-02.jpg?v=2019.4.9_19.6.6,2018,original
8828,CHEVROLET,EQUINOX,LTZ,suv,18400,40197,cdnblob.carvana.io/2000251448/post-large/normalized/cropped/2000251448-edc-02.jpg?v=2019.3.1_20.18.11,2016,original
8829,CHEVROLET,EQUINOX,LS,suv,16900,18868,cdnblob.carvana.io/2000252024/post-large/normalized/cropped/2000252024-edc-02.jpg?v=2019.2.26_16.58.32,2017,original
8830,CHEVROLET,EQUINOX,Premier,suv,19900,30892,cdnblob.carvana.io/2000251445/post-large/normalized/cropped/2000251445-edc-02.jpg?v=2019.3.28_0.35.1,2017,original
8831,HONDA,CR-V,EX-L,suv,18600,61097,cdnblob.carvana.io/2000248797/post-large/normalized/cropped/2000248797-edc-02.jpg?v=2019.3.28_17.45.54,2015,original
8832,CHEVROLET,TRAVERSE,LS,suv,21000,28522,cdnblob.carvana.io/2000252066/post-large/normalized/cropped/2000252066-edc-02.jpg?v=2019.3.25_11.44.48,2017,original
8833,VOLKSWAGEN,TIGUAN,2.0T Wolfsburg Edition,suv,18800,26976,cdnblob.carvana.io/2000252766/post-large/normalized/cropped/2000252766-edc-02.jpg?v=2019.4.11_22.33.55,2017,original
8834,CHEVROLET,EQUINOX,LT,suv,17900,21448,cdnblob.carvana.io/2000252983/post-large/normalized/cropped/2000252983-edc-02.jpg?v=2019.2.19_13.10.20,2017,original
8835,DODGE,JOURNEY,Crossroad,suv,17200,44656,cdnblob.carvana.io/2000250225/post-large/normalized/cropped/2000250225-edc-02.jpg?v=2019.3.16_13.45.12,2017,original
8836,BMW,X6,XDrive35i,suv,37700,36812,cdnblob.carvana.io/2000251661/post-large/normalized/cropped/2000251661-edc-02.jpg?v=2019.3.9_15.5.16,2016,original
8837,JEEP,COMPASS,Latitude,suv,17300,23824,cdnblob.carvana.io/2000247795/post-large/normalized/cropped/2000247795-edc-02.jpg?v=2019.4.2_10.35.31,2017,original
8838,BMW,X5,XDrive50i,suv,36000,58546,cdnblob.carvana.io/2000252266/post-large/normalized/cropped/2000252266-edc-02.jpg?v=2019.3.6_16.34.25,2016,original
8839,GMC,TERRAIN,SLE Diesel,suv,25400,17176,cdnblob.carvana.io/2000249895/post-large/normalized/cropped/2000249895-edc-02.jpg?v=2019.2.19_7.57.57,2018,original
8840,CHEVROLET,EQUINOX,LT,suv,22700,11738,cdnblob.carvana.io/2000250481/post-large/normalized/cropped/2000250481-edc-02.jpg?v=2019.4.5_23.46.45,2018,original
8841,CHEVROLET,TRAVERSE,LT,suv,23900,25198,cdnblob.carvana.io/2000247889/post-large/normalized/cropped/2000247889-edc-02.jpg?v=2019.4.11_18.48.27,2017,original
8842,JEEP,COMPASS,Sport,suv,15900,16187,cdnblob.carvana.io/2000253493/post-large/normalized/cropped/2000253493-edc-02.jpg?v=2019.4.1_16.23.58,2017,original
8843,CHEVROLET,EQUINOX,LT,suv,16200,27538,cdnblob.carvana.io/2000254038/post-large/normalized/cropped/2000254038-edc-02.jpg?v=2019.2.15_11.59.35,2015,original
8844,KIA,SORENTO,LX,suv,16700,43564,cdnblob.carvana.io/2000248729/post-large/normalized/cropped/2000248729-edc-02.jpg?v=2019.3.1_0.25.22,2016,original
8845,JEEP,CHEROKEE,Sport,suv,19200,19664,cdnblob.carvana.io/2000247793/post-large/normalized/cropped/2000247793-edc-02.jpg?v=2019.2.15_6.38.52,2017,original
8846,JEEP,COMPASS,High Altitude Edition,suv,17000,29598,cdnblob.carvana.io/2000248791/post-large/normalized/cropped/2000248791-edc-02.jpg?v=2019.2.13_16.37.38,2016,original
8847,MAZDA,CX-5,Touring,suv,17800,40614,cdnblob.carvana.io/2000244583/post-large/normalized/cropped/2000244583-edc-02.jpg?v=2019.2.25_7.26.16,2016,original
8848,FORD,ESCAPE,S,suv,15900,25096,cdnblob.carvana.io/2000242720/post-large/normalized/cropped/2000242720-edc-02.jpg?v=2019.3.12_20.33.52,2017,original
8849,BUICK,ENCLAVE,Convenience,suv,22900,34930,cdnblob.carvana.io/2000248027/post-large/normalized/cropped/2000248027-edc-02.jpg?v=2019.4.11_14.56.29,2017,original
8850,JEEP,CHEROKEE,Latitude,suv,14800,76559,cdnblob.carvana.io/2000243958/post-large/normalized/cropped/2000243958-edc-02.jpg?v=2019.4.12_19.21.49,2015,original
8851,KIA,SORENTO,EX,suv,21000,28219,cdnblob.carvana.io/2000253022/post-large/normalized/cropped/2000253022-edc-02.jpg?v=2019.3.12_22.55.5,2016,original
8852,JEEP,COMPASS,Sport,suv,16500,25300,cdnblob.carvana.io/2000252117/post-large/normalized/cropped/2000252117-edc-02.jpg?v=2019.3.21_18.55.7,2016,original
8853,MAZDA,CX-5,Grand Touring,suv,21800,40654,cdnblob.carvana.io/2000251721/post-large/normalized/cropped/2000251721-edc-02.jpg?v=2019.2.22_11.30.34,2016,original
8854,CHEVROLET,EQUINOX,LS,suv,16700,18091,cdnblob.carvana.io/2000250845/post-large/normalized/cropped/2000250845-edc-02.jpg?v=2019.3.15_19.26.10,2016,original
8855,JEEP,COMPASS,Sport,suv,14600,34099,cdnblob.carvana.io/2000250843/post-large/normalized/cropped/2000250843-edc-02.jpg?v=2019.2.21_4.45.30,2016,original
8856,NISSAN,MURANO,SL (2017.5),suv,26600,9849,cdnblob.carvana.io/2000238929/post-large/normalized/cropped/2000238929-edc-02.jpg?v=2019.3.6_18.5.59,2017,original
8857,TOYOTA,RAV4,XLE,suv,18400,32394,cdnblob.carvana.io/2000246202/post-large/normalized/cropped/2000246202-edc-02.jpg?v=2019.3.28_17.33.36,2014,original
8858,FORD,ESCAPE,Titanium,suv,18700,21236,cdnblob.carvana.io/2000242719/post-large/normalized/cropped/2000242719-edc-02.jpg?v=2019.3.7_16.13.40,2016,original
8859,MITSUBISHI,OUTLANDER,ES,suv,19000,14477,cdnblob.carvana.io/2000239825/post-large/normalized/cropped/2000239825-edc-02.jpg?v=2019.2.21_17.6.10,2018,original
8860,JEEP,WRANGLER UNLIMITE...,Sport,suv,29300,8390,cdnblob.carvana.io/2000248826/post-large/normalized/cropped/2000248826-edc-02.jpg?v=2019.3.9_16.38.41,2017,original
8861,FORD,ESCAPE,SE,suv,18300,19363,cdnblob.carvana.io/2000246354/post-large/normalized/cropped/2000246354-edc-02.jpg?v=2019.3.4_16.27.6,2018,original
8862,VOLKSWAGEN,TOUAREG,TDI Lux,suv,31300,59789,cdnblob.carvana.io/2000246095/post-large/normalized/cropped/2000246095-edc-02.jpg?v=2019.4.3_23.54.28,2016,original
8863,KIA,SORENTO,L,suv,17400,26196,cdnblob.carvana.io/2000242551/post-large/normalized/cropped/2000242551-edc-02.jpg?v=2019.3.9_12.11.51,2016,original
8864,LAND ROVER,DISCOVERY SPORT,HSE,suv,28400,41334,cdnblob.carvana.io/2000239950/post-large/normalized/cropped/2000239950-edc-02.jpg?v=2019.2.19_18.41.8,2017,original
8865,DODGE,JOURNEY,Crossroad,suv,18200,25887,cdnblob.carvana.io/2000245072/post-large/normalized/cropped/2000245072-edc-02.jpg?v=2019.2.18_18.20.10,2015,original
8866,HONDA,CR-V,Touring,suv,20100,49039,cdnblob.carvana.io/2000246136/post-large/normalized/cropped/2000246136-edc-02.jpg?v=2019.2.27_12.7.46,2015,original
8867,BMW,X1,XDrive28i,suv,28200,34971,cdnblob.carvana.io/2000242419/post-large/normalized/cropped/2000242419-edc-02.jpg?v=2019.4.9_14.6.0,2016,original
8868,CHEVROLET,TRAVERSE,LS,suv,18600,68072,cdnblob.carvana.io/2000237391/post-large/normalized/cropped/2000237391-edc-02.jpg?v=2019.3.22_12.34.43,2016,original
8869,DODGE,JOURNEY,R/T,suv,14800,78444,cdnblob.carvana.io/2000242656/post-large/normalized/cropped/2000242656-edc-02.jpg?v=2019.3.14_18.53.2,2015,original
8870,DODGE,JOURNEY,GT,suv,18800,29040,cdnblob.carvana.io/2000239427/post-large/normalized/cropped/2000239427-edc-02.jpg?v=2019.3.13_11.1.30,2017,original
8871,JEEP,PATRIOT,High Altitude Edition,suv,16900,17782,cdnblob.carvana.io/2000239117/post-large/normalized/cropped/2000239117-edc-02.jpg?v=2019.4.8_11.35.12,2017,original
8872,CHEVROLET,EQUINOX,LT,suv,15600,37934,cdnblob.carvana.io/2000245498/post-large/normalized/cropped/2000245498-edc-02.jpg?v=2019.3.21_14.31.2,2016,original
8873,NISSAN,MURANO,SL,suv,29300,11833,cdnblob.carvana.io/2000241875/post-large/normalized/cropped/2000241875-edc-02.jpg?v=2019.4.11_12.47.4,2018,original
8874,FORD,ESCAPE,S,suv,15700,27759,cdnblob.carvana.io/2000227921/post-large/normalized/cropped/2000227921-edc-02.jpg?v=2019.2.25_21.2.31,2017,original
8875,MITSUBISHI,OUTLANDER,ES,suv,18600,18330,cdnblob.carvana.io/2000238675/post-large/normalized/cropped/2000238675-edc-02.jpg?v=2019.3.4_23.55.45,2018,original
8876,CHEVROLET,EQUINOX,LT,suv,17100,21079,cdnblob.carvana.io/2000241329/post-large/normalized/cropped/2000241329-edc-02.jpg?v=2019.2.15_19.59.26,2017,original
8877,NISSAN,MURANO,Platinum,suv,28000,20900,cdnblob.carvana.io/2000241377/post-large/normalized/cropped/2000241377-edc-02.jpg?v=2019.3.20_19.12.8,2017,original
8878,KIA,SPORTAGE,LX,suv,15900,40806,cdnblob.carvana.io/2000244636/post-large/normalized/cropped/2000244636-edc-02.jpg?v=2019.4.3_19.7.10,2017,original
8879,DODGE,JOURNEY,R/T,suv,19900,25961,cdnblob.carvana.io/2000239428/post-large/normalized/cropped/2000239428-edc-02.jpg?v=2019.4.4_11.57.23,2016,original
8880,BUICK,ENCLAVE,Leather,suv,26300,39495,cdnblob.carvana.io/2000246151/post-large/normalized/cropped/2000246151-edc-02.jpg?v=2019.3.5_8.41.14,2017,original
8881,MITSUBISHI,OUTLANDER,ES,suv,18400,13121,cdnblob.carvana.io/2000238709/post-large/normalized/cropped/2000238709-edc-02.jpg?v=2019.2.20_19.57.58,2018,original
8882,MERCEDES-BENZ,GLC,GLC 300 4MATIC,suv,30500,32907,cdnblob.carvana.io/2000245153/post-large/normalized/cropped/2000245153-edc-02.jpg?v=2019.2.19_4.30.23,2017,original
8883,GMC,TERRAIN,Denali,suv,21700,23204,cdnblob.carvana.io/2000241831/post-large/normalized/cropped/2000241831-edc-02.jpg?v=2019.2.25_20.57.11,2016,original
8884,JEEP,PATRIOT,Latitude,suv,15800,27072,cdnblob.carvana.io/2000241540/post-large/normalized/cropped/2000241540-edc-02.jpg?v=2019.2.13_18.14.1,2016,original
8885,BUICK,ENCORE,Sport Touring,suv,23200,6762,cdnblob.carvana.io/2000246131/post-large/normalized/cropped/2000246131-edc-02.jpg?v=2019.2.15_6.2.34,2018,original
8886,MITSUBISHI,OUTLANDER,ES,suv,18700,11671,cdnblob.carvana.io/2000239829/post-large/normalized/cropped/2000239829-edc-02.jpg?v=2019.2.12_11.57.25,2018,original
8887,BMW,X3,XDrive28i,suv,32200,22251,cdnblob.carvana.io/2000242578/post-large/normalized/cropped/2000242578-edc-02.jpg?v=2019.3.11_18.30.48,2017,original
8888,ACURA,RDX,RDX,suv,24200,38335,cdnblob.carvana.io/2000245100/post-large/normalized/cropped/2000245100-edc-02.jpg?v=2019.2.12_21.38.16,2016,original
8889,VOLKSWAGEN,TIGUAN,2.0T SE 4MOTION,suv,23400,17254,cdnblob.carvana.io/2000238546/post-large/normalized/cropped/2000238546-edc-02.jpg?v=2019.4.4_19.34.39,2018,original
8890,DODGE,JOURNEY,GT,suv,19000,14335,cdnblob.carvana.io/2000242169/post-large/normalized/cropped/2000242169-edc-02.jpg?v=2019.2.8_23.50.37,2018,original
8891,BUICK,ENCORE,Leather,suv,19900,10782,cdnblob.carvana.io/2000241213/post-large/normalized/cropped/2000241213-edc-02.jpg?v=2019.2.6_17.19.51,2016,original
8892,JEEP,RENEGADE,Latitude,suv,16900,17363,cdnblob.carvana.io/2000229206/post-large/normalized/cropped/2000229206-edc-02.jpg?v=2019.2.5_18.40.50,2017,original
8893,ACURA,RDX,RDX,suv,20500,48560,cdnblob.carvana.io/2000242882/post-large/normalized/cropped/2000242882-edc-02.jpg?v=2019.4.8_16.51.5,2015,original
8894,FORD,ESCAPE,SE,suv,14700,36215,cdnblob.carvana.io/2000242722/post-large/normalized/cropped/2000242722-edc-02.jpg?v=2019.3.14_13.27.45,2016,original
8895,JEEP,COMPASS,All New Latitude,suv,21300,18331,cdnblob.carvana.io/2000242648/post-large/normalized/cropped/2000242648-edc-02.jpg?v=2019.4.9_11.24.26,2017,original
8896,MITSUBISHI,OUTLANDER,ES,suv,19000,14372,cdnblob.carvana.io/2000239807/post-large/normalized/cropped/2000239807-edc-02.jpg?v=2019.2.26_17.12.27,2018,original
8897,NISSAN,MURANO,Platinum,suv,30500,10108,cdnblob.carvana.io/2000245586/post-large/normalized/cropped/2000245586-edc-02.jpg?v=2019.2.2_13.14.26,2018,original
8898,JEEP,RENEGADE,Latitude,suv,18000,20106,cdnblob.carvana.io/2000238875/post-large/normalized/cropped/2000238875-edc-02.jpg?v=2019.2.25_20.47.19,2016,original
8899,GMC,TERRAIN,Denali,suv,24000,16516,cdnblob.carvana.io/2000242626/post-large/normalized/cropped/2000242626-edc-02.jpg?v=2019.2.14_11.29.36,2016,original
8900,BUICK,ENCORE,Premium,suv,19000,22582,cdnblob.carvana.io/2000245563/post-large/normalized/cropped/2000245563-edc-02.jpg?v=2019.2.5_2.13.54,2014,original
8901,MERCEDES-BENZ,GL-CLASS,GL 350 BlueTEC 4MATIC,suv,44400,49491,cdnblob.carvana.io/2000242526/post-large/normalized/cropped/2000242526-edc-02.jpg?v=2019.3.13_19.50.31,2016,original
8902,HYUNDAI,SANTA FE SPORT,Santa Fe Sport,suv,16900,35203,cdnblob.carvana.io/2000239789/post-large/normalized/cropped/2000239789-edc-02.jpg?v=2019.2.26_18.43.58,2017,original
8903,JEEP,RENEGADE,Trailhawk,suv,17000,51102,cdnblob.carvana.io/2000238283/post-large/normalized/cropped/2000238283-edc-02.jpg?v=2019.3.28_17.34.32,2017,original
8904,CHEVROLET,EQUINOX,LTZ,suv,19600,45024,cdnblob.carvana.io/2000232967/post-large/normalized/cropped/2000232967-edc-02.jpg?v=2019.2.4_23.29.33,2016,original
8905,HONDA,CR-V,LX,suv,17300,38147,cdnblob.carvana.io/2000232254/post-large/normalized/cropped/2000232254-edc-02.jpg?v=2019.3.7_20.18.11,2015,original
8906,KIA,SORENTO,LX,suv,18600,26231,cdnblob.carvana.io/2000233944/post-large/normalized/cropped/2000233944-edc-02.jpg?v=2019.3.4_12.10.5,2016,original
8907,JEEP,GRAND CHEROKEE,Limited,suv,24100,51731,cdnblob.carvana.io/2000238339/post-large/normalized/cropped/2000238339-edc-02.jpg?v=2019.3.1_0.17.59,2017,original
8908,KIA,SORENTO,LX,suv,18700,15745,cdnblob.carvana.io/2000241892/post-large/normalized/cropped/2000241892-edc-02.jpg?v=2019.2.4_19.25.57,2017,original
8909,BUICK,ENCLAVE,Leather,suv,25700,46881,cdnblob.carvana.io/2000241848/post-large/normalized/cropped/2000241848-edc-02.jpg?v=2019.4.9_11.35.57,2016,original
8910,JEEP,WRANGLER,Unlimited Sport S,suv,26800,26044,cdnblob.carvana.io/2000241985/post-large/normalized/cropped/2000241985-edc-02.jpg?v=2019.2.12_17.58.8,2016,original
8911,GMC,ACADIA,SLT-1,suv,19900,64363,cdnblob.carvana.io/2000240135/post-large/normalized/cropped/2000240135-edc-02.jpg?v=2019.2.11_20.12.23,2015,original
8912,CHEVROLET,TRAVERSE,LT,suv,19400,70767,cdnblob.carvana.io/2000233533/post-large/normalized/cropped/2000233533-edc-02.jpg?v=2019.3.6_19.26.31,2015,original
8913,CHEVROLET,EQUINOX,LT,suv,17400,24455,cdnblob.carvana.io/2000239607/post-large/normalized/cropped/2000239607-edc-02.jpg?v=2019.2.18_16.14.16,2016,original
8914,HONDA,CR-V,LX,suv,25400,2807,cdnblob.carvana.io/2000241502/post-large/normalized/cropped/2000241502-edc-02.jpg?v=2019.2.11_15.51.57,2018,original
8915,BUICK,ENCORE,Leather,suv,18700,22499,cdnblob.carvana.io/2000237767/post-large/normalized/cropped/2000237767-edc-02.jpg?v=2019.2.12_19.2.13,2016,original
8916,TESLA,MODEL X,90D,suv,72800,32371,cdnblob.carvana.io/2000240213/post-large/normalized/cropped/2000240213-edc-02.jpg?v=2019.3.8_1.33.41,2016,original
8917,MITSUBISHI,OUTLANDER,ES,suv,20600,7919,cdnblob.carvana.io/2000238732/post-large/normalized/cropped/2000238732-edc-02.jpg?v=2019.2.26_23.9.48,2018,original
8918,TOYOTA,RAV4,XLE,suv,19600,25276,cdnblob.carvana.io/2000220073/post-large/normalized/cropped/2000220073-edc-02.jpg?v=2019.3.5_20.52.2,2016,original
8919,GMC,TERRAIN,SLE-2,suv,17700,21518,cdnblob.carvana.io/2000238008/post-large/normalized/cropped/2000238008-edc-02.jpg?v=2019.4.4_18.23.36,2016,original
8920,MITSUBISHI,OUTLANDER,ES,suv,17900,16760,cdnblob.carvana.io/2000238720/post-large/normalized/cropped/2000238720-edc-02.jpg?v=2019.1.30_7.58.14,2018,original
8921,KIA,SPORTAGE,EX,suv,19200,17191,cdnblob.carvana.io/2000238882/post-large/normalized/cropped/2000238882-edc-02.jpg?v=2019.3.5_18.34.23,2016,original
8922,JEEP,WRANGLER UNLIMITE...,Sport (JK),suv,31200,9887,cdnblob.carvana.io/2000239123/post-large/normalized/cropped/2000239123-edc-02.jpg?v=2019.3.15_17.41.31,2018,original
8923,BUICK,ENCORE,Leather,suv,17700,15670,cdnblob.carvana.io/2000232919/post-large/normalized/cropped/2000232919-edc-02.jpg?v=2019.2.4_12.37.30,2015,original
8924,GMC,TERRAIN,SLE-1,suv,16900,38046,cdnblob.carvana.io/2000241832/post-large/normalized/cropped/2000241832-edc-02.jpg?v=2019.4.11_12.45.48,2015,original
8925,DODGE,JOURNEY,SXT,suv,15900,45082,cdnblob.carvana.io/2000239682/post-large/normalized/cropped/2000239682-edc-02.jpg?v=2019.3.16_13.1.59,2017,original
8926,DODGE,JOURNEY,GT,suv,18300,21027,cdnblob.carvana.io/2000239718/post-large/normalized/cropped/2000239718-edc-02.jpg?v=2019.2.13_10.39.52,2018,original
8927,CHEVROLET,EQUINOX,LS,suv,16500,20737,cdnblob.carvana.io/2000239635/post-large/normalized/cropped/2000239635-edc-02.jpg?v=2019.3.23_12.59.6,2017,original
8928,GMC,TERRAIN,SLE Diesel,suv,28200,8488,cdnblob.carvana.io/2000238953/post-large/normalized/cropped/2000238953-edc-02.jpg?v=2019.2.25_21.4.41,2018,original
8929,HYUNDAI,SANTA FE SPORT,2.0T Ultimate,suv,30900,1549,cdnblob.carvana.io/2000241891/post-large/normalized/cropped/2000241891-edc-02.jpg?v=2019.1.25_18.25.9,2018,original
8930,MAZDA,CX-5,Grand Touring,suv,20700,31529,cdnblob.carvana.io/2000237396/post-large/normalized/cropped/2000237396-edc-02.jpg?v=2019.1.29_21.6.42,2016,original
8931,VOLKSWAGEN,TIGUAN,2.0T R-Line,suv,15400,35414,cdnblob.carvana.io/2000237151/post-large/normalized/cropped/2000237151-edc-02.jpg?v=2019.1.28_15.46.22,2016,original
8932,GMC,TERRAIN,SLE-2,suv,18500,21147,cdnblob.carvana.io/2000237741/post-large/normalized/cropped/2000237741-edc-02.jpg?v=2019.2.20_19.21.35,2017,original
8933,KIA,SPORTAGE,LX,suv,15900,19492,cdnblob.carvana.io/2000233917/post-large/normalized/cropped/2000233917-edc-02.jpg?v=2019.2.26_13.55.21,2016,original
8934,MITSUBISHI,OUTLANDER,ES,suv,19400,11513,cdnblob.carvana.io/2000238668/post-large/normalized/cropped/2000238668-edc-02.jpg?v=2019.1.31_22.58.30,2018,original
8935,CHEVROLET,TRAVERSE,LT,suv,20300,49342,cdnblob.carvana.io/2000239048/post-large/normalized/cropped/2000239048-edc-02.jpg?v=2019.3.4_19.46.21,2016,original
8936,JEEP,COMPASS,All New Latitude,suv,21000,8066,cdnblob.carvana.io/2000239013/post-large/normalized/cropped/2000239013-edc-02.jpg?v=2019.2.10_21.14.23,2017,original
8937,HONDA,CR-V,LX,suv,22600,10538,cdnblob.carvana.io/2000238988/post-large/normalized/cropped/2000238988-edc-02.jpg?v=2019.3.28_0.33.52,2017,original
8938,GMC,YUKON,Denali,suv,36500,69853,cdnblob.carvana.io/2000240981/post-large/normalized/cropped/2000240981-edc-02.jpg?v=2019.2.19_6.12.9,2015,original
8939,FORD,ESCAPE,Titanium,suv,19000,27386,cdnblob.carvana.io/2000238348/post-large/normalized/cropped/2000238348-edc-02.jpg?v=2019.4.11_18.42.38,2016,original
8940,FORD,ESCAPE,Titanium,suv,18500,28201,cdnblob.carvana.io/2000238347/post-large/normalized/cropped/2000238347-edc-02.jpg?v=2019.3.21_18.58.30,2016,original
