,make,model,trim,type,price,mileage,src,year,image-type
2640,NISSAN,ALTIMA,2.5 S,sedan,14200,46978,cdnblob.carvana.io/2000219143/post-large/normalized/cropped/2000219143-edc-02.jpg?v=2019.4.8_12.17.15,2016,original
2641,MERCEDES-BENZ,C-CLASS,C 300,sedan,33600,21915,cdnblob.carvana.io/2000206932/post-large/normalized/cropped/2000206932-edc-02.jpg?v=2019.3.5_14.25.4,2018,original
2642,VOLKSWAGEN,CC,2.0T Sport,sedan,14700,19289,cdnblob.carvana.io/2000249823/post-large/normalized/cropped/2000249823-edc-02.jpg?v=2019.4.9_13.58.3,2014,original
2643,NISSAN,ALTIMA,2.5 SV,sedan,15100,24849,cdnblob.carvana.io/2000242704/post-large/normalized/cropped/2000242704-edc-02.jpg?v=2019.2.8_7.41.33,2016,original
2644,DODGE,CHARGER,SXT,sedan,19400,44891,cdnblob.carvana.io/2000231582/post-large/normalized/cropped/2000231582-edc-02.jpg?v=2019.2.5_13.35.43,2015,original
2645,CHRYSLER,300,300S,sedan,20700,17537,cdnblob.carvana.io/2000223271/post-large/normalized/cropped/2000223271-edc-02.jpg?v=2018.12.26_23.37.15,2015,original
2646,HYUNDAI,SONATA,Sport 2.0T,sedan,15900,22936,cdnblob.carvana.io/2000218206/post-large/normalized/cropped/2000218206-edc-02.jpg?v=2019.3.13_17.46.24,2015,original
2647,LEXUS,ES,ES 350,sedan,16800,61659,cdnblob.carvana.io/2000212055/post-large/normalized/cropped/2000212055-edc-02.jpg?v=2019.3.22_19.11.15,2012,original
2648,MERCEDES-BENZ,C-CLASS,C 300,sedan,36500,8147,cdnblob.carvana.io/2000194595/post-large/normalized/cropped/2000194595-edc-02.jpg?v=2019.2.3_0.32.59,2018,original
2649,TESLA,MODEL S,85D,sedan,50100,39625,cdnblob.carvana.io/2000164596/post-large/normalized/cropped/2000164596-edc-02.jpg?v=2019.2.3_0.0.32,2016,original
2650,AUDI,A4,Premium,sedan,36000,5715,cdnblob.carvana.io/2000286785/post-large/normalized/cropped/2000286785-edc-02.jpg?v=2019.4.12_18.36.11,2018,original
2651,HONDA,ACCORD,EX-L,sedan,19300,43931,cdnblob.carvana.io/2000292356/post-large/normalized/cropped/2000292356-edc-02.jpg?v=2019.4.15_13.0.51,2016,original
2652,ACURA,TLX,2.4,sedan,19700,45517,cdnblob.carvana.io/2000287679/post-large/normalized/cropped/2000287679-edc-02.jpg?v=2019.4.12_15.25.15,2016,original
2653,NISSAN,SENTRA,SV,sedan,15100,11248,cdnblob.carvana.io/2000284649/post-large/normalized/cropped/2000284649-edc-02.jpg?v=2019.4.10_23.17.26,2016,original
2654,BMW,7 SERIES,750i XDrive,sedan,72900,19800,cdnblob.carvana.io/2000288411/post-large/normalized/cropped/2000288411-edc-02.jpg?v=2019.4.10_6.36.25,2018,original
2655,CHRYSLER,200,200C,sedan,16000,52245,cdnblob.carvana.io/2000287733/post-large/normalized/cropped/2000287733-edc-02.jpg?v=2019.4.12_12.44.28,2015,original
2656,TOYOTA,AVALON,XLE,sedan,24500,16847,cdnblob.carvana.io/2000284734/post-large/normalized/cropped/2000284734-edc-02.jpg?v=2019.4.11_3.42.9,2018,original
2657,CHEVROLET,MALIBU,LT,sedan,17300,11811,cdnblob.carvana.io/2000285893/post-large/normalized/cropped/2000285893-edc-02.jpg?v=2019.4.12_13.9.52,2017,original
2658,CHEVROLET,MALIBU,LS,sedan,18200,6822,cdnblob.carvana.io/2000285764/post-large/normalized/cropped/2000285764-edc-02.jpg?v=2019.4.10_2.30.13,2018,original
2659,VOLKSWAGEN,PASSAT,1.8T SE,sedan,15000,44222,cdnblob.carvana.io/2000282802/post-large/normalized/cropped/2000282802-edc-02.jpg?v=2019.4.10_10.49.24,2016,original
2660,CHRYSLER,300,300 Touring,sedan,23100,63,cdnblob.carvana.io/2000278157/post-large/normalized/cropped/2000278157-edc-02.jpg?v=2019.4.8_22.13.35,2018,original
2661,HONDA,ACCORD,EX-L,sedan,17700,63828,cdnblob.carvana.io/2000277107/post-large/normalized/cropped/2000277107-edc-02.jpg?v=2019.4.12_18.49.25,2016,original
2662,NISSAN,ALTIMA,2.5 SL,sedan,15900,43429,cdnblob.carvana.io/2000274331/post-large/normalized/cropped/2000274331-edc-02.jpg?v=2019.4.11_6.47.45,2017,original
2663,NISSAN,SENTRA,SV,sedan,14100,18988,cdnblob.carvana.io/2000284839/post-large/normalized/cropped/2000284839-edc-02.jpg?v=2019.4.12_13.1.51,2017,original
2664,CHEVROLET,MALIBU,LT,sedan,16000,24514,cdnblob.carvana.io/2000284402/post-large/normalized/cropped/2000284402-edc-02.jpg?v=2019.4.13_17.7.55,2016,original
2665,HYUNDAI,ELANTRA,SE Value Edition,sedan,15800,36447,cdnblob.carvana.io/2000284865/post-large/normalized/cropped/2000284865-edc-02.jpg?v=2019.4.9_13.58.46,2017,original
2666,FORD,FOCUS,Titanium,sedan,16100,23343,cdnblob.carvana.io/2000284368/post-large/normalized/cropped/2000284368-edc-02.jpg?v=2019.4.5_2.7.36,2018,original
2667,HYUNDAI,ELANTRA,Limited,sedan,18000,6823,cdnblob.carvana.io/2000282616/post-large/normalized/cropped/2000282616-edc-02.jpg?v=2019.4.11_11.11.53,2017,original
2668,SUBARU,LEGACY,2.5i Limited,sedan,17700,56790,cdnblob.carvana.io/2000285836/post-large/normalized/cropped/2000285836-edc-02.jpg?v=2019.4.9_17.54.55,2015,original
2669,HYUNDAI,SONATA,SE,sedan,13100,44488,cdnblob.carvana.io/2000284937/post-large/normalized/cropped/2000284937-edc-02.jpg?v=2019.4.12_1.39.59,2015,original
2670,HONDA,ACCORD,EX-L,sedan,19500,41571,cdnblob.carvana.io/2000281526/post-large/normalized/cropped/2000281526-edc-02.jpg?v=2019.4.11_22.58.36,2016,original
2671,ACURA,ILX,ILX,sedan,18900,17525,cdnblob.carvana.io/2000284758/post-large/normalized/cropped/2000284758-edc-02.jpg?v=2019.4.11_12.46.6,2016,original
2672,VOLKSWAGEN,PASSAT,1.8T SE,sedan,15200,41445,cdnblob.carvana.io/2000277048/post-large/normalized/cropped/2000277048-edc-02.jpg?v=2019.4.9_2.56.36,2016,original
2673,HONDA,CIVIC,EX-T,sedan,20600,14914,cdnblob.carvana.io/2000282921/post-large/normalized/cropped/2000282921-edc-02.jpg?v=2019.4.8_12.4.59,2017,original
2674,BMW,3 SERIES,328i,sedan,22300,27481,cdnblob.carvana.io/2000283846/post-large/normalized/cropped/2000283846-edc-02.jpg?v=2019.4.10_11.14.29,2016,original
2675,CADILLAC,ATS,3.6L Performance,sedan,27800,14241,cdnblob.carvana.io/2000284363/post-large/normalized/cropped/2000284363-edc-02.jpg?v=2019.4.8_16.55.0,2016,original
2676,HONDA,CIVIC,EX,sedan,17800,21772,cdnblob.carvana.io/2000284321/post-large/normalized/cropped/2000284321-edc-02.jpg?v=2019.4.9_0.13.52,2016,original
2677,VOLVO,S60,T5,sedan,18000,44808,cdnblob.carvana.io/2000283733/post-large/normalized/cropped/2000283733-edc-02.jpg?v=2019.4.10_16.44.8,2016,original
2678,BMW,3 SERIES,328i,sedan,21000,45171,cdnblob.carvana.io/2000283714/post-large/normalized/cropped/2000283714-edc-02.jpg?v=2019.4.11_19.6.47,2016,original
2679,BMW,5 SERIES,528i XDrive,sedan,26100,42225,cdnblob.carvana.io/2000283691/post-large/normalized/cropped/2000283691-edc-02.jpg?v=2019.4.10_12.41.3,2015,original
2680,KIA,OPTIMA,LX,sedan,17400,15453,cdnblob.carvana.io/2000281507/post-large/normalized/cropped/2000281507-edc-02.jpg?v=2019.4.5_15.35.3,2018,original
2681,NISSAN,VERSA,S,sedan,11800,39554,cdnblob.carvana.io/2000276047/post-large/normalized/cropped/2000276047-edc-02.jpg?v=2019.4.9_13.42.29,2017,original
2682,HYUNDAI,ELANTRA,SE,sedan,15300,8268,cdnblob.carvana.io/2000276964/post-large/normalized/cropped/2000276964-edc-02.jpg?v=2019.4.10_4.21.41,2018,original
2683,HONDA,ACCORD,EX-L,sedan,19500,41278,cdnblob.carvana.io/2000285547/post-large/normalized/cropped/2000285547-edc-02.jpg?v=2019.4.12_5.56.43,2016,original
2684,KIA,FORTE,LX,sedan,15300,8072,cdnblob.carvana.io/2000274894/post-large/normalized/cropped/2000274894-edc-02.jpg?v=2019.4.9_11.27.27,2018,original
2685,CHEVROLET,IMPALA,LT,sedan,18700,32914,cdnblob.carvana.io/2000282996/post-large/normalized/cropped/2000282996-edc-02.jpg?v=2019.4.4_18.10.57,2018,original
2686,ACURA,TLX,2.4,sedan,18400,40429,cdnblob.carvana.io/2000281968/post-large/normalized/cropped/2000281968-edc-02.jpg?v=2019.4.10_22.3.11,2016,original
2687,VOLKSWAGEN,JETTA,1.8T Sport,sedan,15300,22224,cdnblob.carvana.io/2000277028/post-large/normalized/cropped/2000277028-edc-02.jpg?v=2019.4.5_16.7.44,2016,original
2688,HONDA,ACCORD,EX-L,sedan,22300,28212,cdnblob.carvana.io/2000281980/post-large/normalized/cropped/2000281980-edc-02.jpg?v=2019.4.4_13.35.44,2017,original
2689,BMW,3 SERIES,320i XDrive,sedan,20500,40039,cdnblob.carvana.io/2000281971/post-large/normalized/cropped/2000281971-edc-02.jpg?v=2019.4.9_13.38.2,2016,original
2690,HYUNDAI,SONATA,SE,sedan,13600,34644,cdnblob.carvana.io/2000284387/post-large/normalized/cropped/2000284387-edc-02.jpg?v=2019.4.4_12.48.55,2015,original
2691,NISSAN,ALTIMA,3.5 SR,sedan,16700,29070,cdnblob.carvana.io/2000281973/post-large/normalized/cropped/2000281973-edc-02.jpg?v=2019.4.12_12.15.3,2016,original
2692,CHRYSLER,300,300 Touring,sedan,21600,12753,cdnblob.carvana.io/2000278091/post-large/normalized/cropped/2000278091-edc-02.jpg?v=2019.4.15_12.36.31,2018,original
2693,BMW,3 SERIES,340i XDrive,sedan,33800,28717,cdnblob.carvana.io/2000285599/post-large/normalized/cropped/2000285599-edc-02.jpg?v=2019.4.4_21.41.45,2016,original
2694,BMW,5 SERIES,535i XDrive,sedan,30100,44719,cdnblob.carvana.io/2000277081/post-large/normalized/cropped/2000277081-edc-02.jpg?v=2019.4.12_1.23.16,2016,original
2695,BMW,5 SERIES,528i XDrive,sedan,29400,23642,cdnblob.carvana.io/2000277061/post-large/normalized/cropped/2000277061-edc-02.jpg?v=2019.4.10_23.47.55,2016,original
2696,BMW,5 SERIES,535i XDrive,sedan,30000,45936,cdnblob.carvana.io/2000277070/post-large/normalized/cropped/2000277070-edc-02.jpg?v=2019.4.11_14.59.5,2016,original
2697,KIA,FORTE,LX,sedan,14500,15871,cdnblob.carvana.io/2000286800/post-large/normalized/cropped/2000286800-edc-02.jpg?v=2019.4.9_22.7.49,2018,original
2698,HYUNDAI,ELANTRA,SE,sedan,12300,48910,cdnblob.carvana.io/2000283896/post-large/normalized/cropped/2000283896-edc-02.jpg?v=2019.4.10_18.12.17,2017,original
2699,HONDA,CIVIC,LX,sedan,17100,19125,cdnblob.carvana.io/2000282936/post-large/normalized/cropped/2000282936-edc-02.jpg?v=2019.4.13_14.15.46,2016,original
2700,VOLKSWAGEN,JETTA,1.4T SE,sedan,14300,35562,cdnblob.carvana.io/2000282917/post-large/normalized/cropped/2000282917-edc-02.jpg?v=2019.4.11_18.36.49,2016,original
2701,HYUNDAI,SONATA,Sonata,sedan,14000,41219,cdnblob.carvana.io/2000276097/post-large/normalized/cropped/2000276097-edc-02.jpg?v=2019.4.5_17.50.42,2017,original
2702,KIA,FORTE,LX,sedan,14800,12743,cdnblob.carvana.io/2000281489/post-large/normalized/cropped/2000281489-edc-02.jpg?v=2019.4.8_12.25.59,2018,original
2703,KIA,OPTIMA,SX Turbo,sedan,17200,43598,cdnblob.carvana.io/2000284909/post-large/normalized/cropped/2000284909-edc-02.jpg?v=2019.4.4_16.10.8,2015,original
2704,KIA,FORTE,S,sedan,14600,15906,cdnblob.carvana.io/2000284347/post-large/normalized/cropped/2000284347-edc-02.jpg?v=2019.4.3_6.11.26,2018,original
2705,HONDA,ACCORD,EX-L,sedan,19900,36029,cdnblob.carvana.io/2000284369/post-large/normalized/cropped/2000284369-edc-02.jpg?v=2019.4.4_3.55.8,2016,original
2706,KIA,FORTE,LX,sedan,14600,14075,cdnblob.carvana.io/2000284366/post-large/normalized/cropped/2000284366-edc-02.jpg?v=2019.4.4_4.28.51,2018,original
2707,HONDA,CIVIC,EX-T,sedan,22900,1547,cdnblob.carvana.io/2000283743/post-large/normalized/cropped/2000283743-edc-02.jpg?v=2019.4.10_23.50.17,2018,original
2708,VOLKSWAGEN,JETTA,1.8T Sport,sedan,14800,31164,cdnblob.carvana.io/2000276903/post-large/normalized/cropped/2000276903-edc-02.jpg?v=2019.4.9_1.25.28,2016,original
2709,CADILLAC,ATS,Luxury,sedan,30000,16007,cdnblob.carvana.io/2000259813/post-large/normalized/cropped/2000259813-edc-02.jpg?v=2019.4.12_15.8.29,2018,original
2710,BMW,3 SERIES,328i XDrive,sedan,21000,24714,cdnblob.carvana.io/2000283808/post-large/normalized/cropped/2000283808-edc-02.jpg?v=2019.4.5_13.25.32,2015,original
2711,FORD,FUSION,SE,sedan,12600,51941,cdnblob.carvana.io/2000281933/post-large/normalized/cropped/2000281933-edc-02.jpg?v=2019.4.12_18.36.10,2016,original
2712,CHRYSLER,200,200S,sedan,16900,26218,cdnblob.carvana.io/2000281789/post-large/normalized/cropped/2000281789-edc-02.jpg?v=2019.4.11_18.44.1,2016,original
2713,HONDA,ACCORD,Sport,sedan,20400,29296,cdnblob.carvana.io/2000274584/post-large/normalized/cropped/2000274584-edc-02.jpg?v=2019.4.10_4.25.48,2017,original
2714,NISSAN,SENTRA,SV,sedan,13600,20610,cdnblob.carvana.io/2000279960/post-large/normalized/cropped/2000279960-edc-02.jpg?v=2019.4.12_18.22.4,2016,original
2715,KIA,FORTE,LX,sedan,14900,11943,cdnblob.carvana.io/2000274479/post-large/normalized/cropped/2000274479-edc-02.jpg?v=2019.4.12_4.4.0,2018,original
2716,VOLKSWAGEN,PASSAT,1.8T SEL,sedan,17300,39983,cdnblob.carvana.io/2000282900/post-large/normalized/cropped/2000282900-edc-02.jpg?v=2019.4.4_16.0.6,2016,original
2717,HYUNDAI,SONATA,Sport,sedan,15000,40468,cdnblob.carvana.io/2000284286/post-large/normalized/cropped/2000284286-edc-02.jpg?v=2019.4.11_1.3.19,2016,original
2718,HONDA,ACCORD,EX-L,sedan,23100,19583,cdnblob.carvana.io/2000281993/post-large/normalized/cropped/2000281993-edc-02.jpg?v=2019.4.3_14.4.14,2017,original
2719,HYUNDAI,ACCENT,SE,sedan,15900,6607,cdnblob.carvana.io/2000278089/post-large/normalized/cropped/2000278089-edc-02.jpg?v=2019.4.4_1.20.11,2018,original
2720,KIA,FORTE,LX,sedan,15000,10584,cdnblob.carvana.io/2000274923/post-large/normalized/cropped/2000274923-edc-02.jpg?v=2019.4.4_5.3.22,2018,original
2721,HONDA,CIVIC,EX-L,sedan,12500,79434,cdnblob.carvana.io/2000264246/post-large/normalized/cropped/2000264246-edc-02.jpg?v=2019.4.12_19.11.55,2013,original
2722,BMW,4 SERIES,435i XDrive Gran,sedan,31700,42299,cdnblob.carvana.io/2000277086/post-large/normalized/cropped/2000277086-edc-02.jpg?v=2019.4.9_18.5.15,2016,original
2723,BMW,5 SERIES,528i XDrive,sedan,27800,35772,cdnblob.carvana.io/2000273798/post-large/normalized/cropped/2000273798-edc-02.jpg?v=2019.4.10_17.58.59,2016,original
2724,BMW,3 SERIES,328i XDrive,sedan,23500,40181,cdnblob.carvana.io/2000276930/post-large/normalized/cropped/2000276930-edc-02.jpg?v=2019.4.12_19.5.5,2016,original
2725,AUDI,A4,Premium,sedan,21100,32221,cdnblob.carvana.io/2000276891/post-large/normalized/cropped/2000276891-edc-02.jpg?v=2019.4.5_4.2.25,2015,original
2726,TOYOTA,CAMRY,XLE,sedan,24200,16240,cdnblob.carvana.io/2000278071/post-large/normalized/cropped/2000278071-edc-02.jpg?v=2019.4.4_18.58.18,2018,original
2727,CHRYSLER,300,300S,sedan,21500,34063,cdnblob.carvana.io/2000283696/post-large/normalized/cropped/2000283696-edc-02.jpg?v=2019.4.5_17.49.15,2017,original
2728,BUICK,VERANO,Leather Group,sedan,15700,39306,cdnblob.carvana.io/2000282937/post-large/normalized/cropped/2000282937-edc-02.jpg?v=2019.4.3_10.18.19,2017,original
2729,INFINITI,Q50,3.7 Premium,sedan,22500,41203,cdnblob.carvana.io/2000276872/post-large/normalized/cropped/2000276872-edc-02.jpg?v=2019.4.4_4.11.26,2015,original
2730,FORD,FUSION,SE Hybrid,sedan,14400,48865,cdnblob.carvana.io/2000283568/post-large/normalized/cropped/2000283568-edc-02.jpg?v=2019.4.3_3.47.1,2017,original
2731,CADILLAC,ATS,2.0L Turbo Luxury,sedan,21000,34828,cdnblob.carvana.io/2000282842/post-large/normalized/cropped/2000282842-edc-02.jpg?v=2019.4.9_18.0.50,2016,original
2732,HONDA,CIVIC,LX,sedan,17000,24063,cdnblob.carvana.io/2000281982/post-large/normalized/cropped/2000281982-edc-02.jpg?v=2019.4.9_1.25.9,2017,original
2733,HONDA,CIVIC,EX-L,sedan,19400,27611,cdnblob.carvana.io/2000281974/post-large/normalized/cropped/2000281974-edc-02.jpg?v=2019.4.4_19.14.4,2016,original
2734,HONDA,CIVIC,LX,sedan,14100,38174,cdnblob.carvana.io/2000281969/post-large/normalized/cropped/2000281969-edc-02.jpg?v=2019.4.3_14.47.9,2015,original
2735,NISSAN,ALTIMA,2.5 S,sedan,15200,21480,cdnblob.carvana.io/2000281899/post-large/normalized/cropped/2000281899-edc-02.jpg?v=2019.4.3_3.47.5,2016,original
2736,INFINITI,Q50,3.0t LUXE,sedan,26500,22305,cdnblob.carvana.io/2000280632/post-large/normalized/cropped/2000280632-edc-02.jpg?v=2019.4.12_19.29.36,2018,original
2737,LEXUS,ES,ES 300h,sedan,22400,48099,cdnblob.carvana.io/2000277071/post-large/normalized/cropped/2000277071-edc-02.jpg?v=2019.4.2_20.51.11,2015,original
2738,MERCEDES-BENZ,CLA-CLASS,CLA 250,sedan,21800,34361,cdnblob.carvana.io/2000276984/post-large/normalized/cropped/2000276984-edc-02.jpg?v=2019.4.12_12.47.35,2015,original
2739,CHEVROLET,CRUZE,Premier,sedan,17600,4132,cdnblob.carvana.io/2000275439/post-large/normalized/cropped/2000275439-edc-02.jpg?v=2019.4.15_12.23.55,2017,original
2740,ACURA,ILX,ILX,sedan,18000,30036,cdnblob.carvana.io/2000274986/post-large/normalized/cropped/2000274986-edc-02.jpg?v=2019.4.11_13.6.14,2016,original
2741,TOYOTA,CAMRY,LE,sedan,19100,21344,cdnblob.carvana.io/2000267774/post-large/normalized/cropped/2000267774-edc-02.jpg?v=2019.4.3_18.18.16,2018,original
2742,KIA,FORTE,LX,sedan,15100,11541,cdnblob.carvana.io/2000274992/post-large/normalized/cropped/2000274992-edc-02.jpg?v=2019.4.3_2.2.5,2018,original
2743,KIA,FORTE,LX,sedan,15500,8451,cdnblob.carvana.io/2000274895/post-large/normalized/cropped/2000274895-edc-02.jpg?v=2019.4.3_1.39.54,2018,original
2744,CHEVROLET,CRUZE LIMITED,1LT,sedan,13000,32224,cdnblob.carvana.io/2000195440/post-large/normalized/cropped/2000195440-edc-02.jpg?v=2019.4.15_11.2.2,2016,original
2745,KIA,FORTE,LX,sedan,14500,16300,cdnblob.carvana.io/2000274580/post-large/normalized/cropped/2000274580-edc-02.jpg?v=2019.4.3_3.44.9,2018,original
2746,HYUNDAI,SONATA,Limited,sedan,17800,19044,cdnblob.carvana.io/2000266881/post-large/normalized/cropped/2000266881-edc-02.jpg?v=2019.4.4_23.24.29,2015,original
2747,KIA,FORTE,LX,sedan,15300,8802,cdnblob.carvana.io/2000274777/post-large/normalized/cropped/2000274777-edc-02.jpg?v=2019.4.1_22.3.12,2018,original
2748,KIA,OPTIMA,EX,sedan,17800,27522,cdnblob.carvana.io/2000267735/post-large/normalized/cropped/2000267735-edc-02.jpg?v=2019.4.2_14.1.43,2016,original
2749,HONDA,CIVIC,LX,sedan,16200,29652,cdnblob.carvana.io/2000276011/post-large/normalized/cropped/2000276011-edc-02.jpg?v=2019.4.12_12.26.49,2016,original
2750,CHRYSLER,300,300 Touring L,sedan,21200,10828,cdnblob.carvana.io/2000278389/post-large/normalized/cropped/2000278389-edc-02.jpg?v=2019.3.29_1.6.26,2018,original
2751,LEXUS,ES,ES 350,sedan,21900,35119,cdnblob.carvana.io/2000285046/post-large/normalized/cropped/2000285046-edc-02.jpg?v=2019.4.9_22.30.51,2014,original
2752,CHRYSLER,300,300 Touring L,sedan,23400,144,cdnblob.carvana.io/2000278005/post-large/normalized/cropped/2000278005-edc-02.jpg?v=2019.3.29_1.10.28,2018,original
2753,CHRYSLER,300,300 Touring,sedan,20700,16049,cdnblob.carvana.io/2000278036/post-large/normalized/cropped/2000278036-edc-02.jpg?v=2019.3.29_1.15.5,2018,original
2754,HONDA,CIVIC,LX,sedan,14200,34157,cdnblob.carvana.io/2000278640/post-large/normalized/cropped/2000278640-edc-02.jpg?v=2019.4.2_1.22.56,2015,original
2755,KIA,OPTIMA,LX,sedan,14600,13266,cdnblob.carvana.io/2000278370/post-large/normalized/cropped/2000278370-edc-02.jpg?v=2019.4.2_20.50.46,2015,original
2756,HONDA,CIVIC,EX,sedan,18300,20252,cdnblob.carvana.io/2000275799/post-large/normalized/cropped/2000275799-edc-02.jpg?v=2019.4.2_14.9.31,2016,original
2757,CHRYSLER,300,300 Touring L,sedan,19600,22204,cdnblob.carvana.io/2000278233/post-large/normalized/cropped/2000278233-edc-02.jpg?v=2019.3.29_3.44.51,2018,original
2758,CHRYSLER,300,300 Touring,sedan,22700,6399,cdnblob.carvana.io/2000278090/post-large/normalized/cropped/2000278090-edc-02.jpg?v=2019.3.28_22.31.43,2018,original
2759,HONDA,CIVIC,LX,sedan,16000,41988,cdnblob.carvana.io/2000276713/post-large/normalized/cropped/2000276713-edc-02.jpg?v=2019.4.10_4.38.13,2016,original
2760,KIA,FORTE,LX,sedan,14400,17076,cdnblob.carvana.io/2000275843/post-large/normalized/cropped/2000275843-edc-02.jpg?v=2019.4.2_22.11.30,2018,original
2761,KIA,FORTE,LX,sedan,14400,17056,cdnblob.carvana.io/2000275200/post-large/normalized/cropped/2000275200-edc-02.jpg?v=2019.4.2_3.51.39,2018,original
2762,KIA,FORTE,LX,sedan,14500,16711,cdnblob.carvana.io/2000274870/post-large/normalized/cropped/2000274870-edc-02.jpg?v=2019.4.8_18.48.39,2018,original
2763,KIA,FORTE,LX,sedan,14500,16391,cdnblob.carvana.io/2000274810/post-large/normalized/cropped/2000274810-edc-02.jpg?v=2019.4.10_4.17.44,2018,original
2764,HYUNDAI,ELANTRA,Limited,sedan,19100,70,cdnblob.carvana.io/2000282866/post-large/normalized/cropped/2000282866-edc-02.jpg?v=2019.3.28_15.8.32,2017,original
2765,HYUNDAI,ELANTRA,SE,sedan,14800,8567,cdnblob.carvana.io/2000277249/post-large/normalized/cropped/2000277249-edc-02.jpg?v=2019.3.29_13.50.8,2017,original
2766,CHRYSLER,300,300 Touring L,sedan,23400,57,cdnblob.carvana.io/2000278072/post-large/normalized/cropped/2000278072-edc-02.jpg?v=2019.3.28_19.7.25,2018,original
2767,NISSAN,SENTRA,SV,sedan,15300,10274,cdnblob.carvana.io/2000280742/post-large/normalized/cropped/2000280742-edc-02.jpg?v=2019.3.29_19.1.39,2018,original
2768,CHRYSLER,300,300 Touring,sedan,19300,31763,cdnblob.carvana.io/2000278066/post-large/normalized/cropped/2000278066-edc-02.jpg?v=2019.4.11_12.4.57,2018,original
2769,HONDA,ACCORD,Sport SE,sedan,23100,7011,cdnblob.carvana.io/2000280546/post-large/normalized/cropped/2000280546-edc-02.jpg?v=2019.4.1_22.6.0,2017,original
2770,KIA,FORTE,LX,sedan,15100,9507,cdnblob.carvana.io/2000274755/post-large/normalized/cropped/2000274755-edc-02.jpg?v=2019.4.4_13.5.7,2018,original
2771,KIA,OPTIMA,LX,sedan,17600,11672,cdnblob.carvana.io/2000275172/post-large/normalized/cropped/2000275172-edc-02.jpg?v=2019.3.28_13.14.33,2018,original
2772,NISSAN,SENTRA,SV,sedan,12900,38947,cdnblob.carvana.io/2000274990/post-large/normalized/cropped/2000274990-edc-02.jpg?v=2019.4.9_4.39.31,2017,original
2773,CHRYSLER,300,300 Touring L,sedan,23400,140,cdnblob.carvana.io/2000278324/post-large/normalized/cropped/2000278324-edc-02.jpg?v=2019.4.2_18.34.54,2018,original
2774,KIA,FORTE,LX,sedan,15000,11867,cdnblob.carvana.io/2000274952/post-large/normalized/cropped/2000274952-edc-02.jpg?v=2019.4.2_22.32.30,2018,original
2775,CADILLAC,XTS,Luxury Collection,sedan,24900,25687,cdnblob.carvana.io/2000280765/post-large/normalized/cropped/2000280765-edc-02.jpg?v=2019.4.6_13.44.29,2016,original
2776,KIA,FORTE,LX,sedan,14700,10273,cdnblob.carvana.io/2000275074/post-large/normalized/cropped/2000275074-edc-02.jpg?v=2019.4.2_0.52.1,2018,original
2777,KIA,FORTE,LX,sedan,15100,9492,cdnblob.carvana.io/2000274735/post-large/normalized/cropped/2000274735-edc-02.jpg?v=2019.4.10_0.52.36,2018,original
2778,HONDA,CIVIC,SE,sedan,15400,23389,cdnblob.carvana.io/2000280712/post-large/normalized/cropped/2000280712-edc-02.jpg?v=2019.4.2_1.36.9,2015,original
2779,HONDA,CIVIC,EX,sedan,17500,32877,cdnblob.carvana.io/2000278382/post-large/normalized/cropped/2000278382-edc-02.jpg?v=2019.4.1_11.13.38,2016,original
2780,SUBARU,LEGACY,3.6R Limited,sedan,22300,23466,cdnblob.carvana.io/2000278354/post-large/normalized/cropped/2000278354-edc-02.jpg?v=2019.4.11_18.34.12,2016,original
2781,HONDA,CIVIC,LX,sedan,14100,35401,cdnblob.carvana.io/2000278167/post-large/normalized/cropped/2000278167-edc-02.jpg?v=2019.4.5_6.32.8,2015,original
2782,CHRYSLER,300,300 Touring,sedan,23500,45,cdnblob.carvana.io/2000277990/post-large/normalized/cropped/2000277990-edc-02.jpg?v=2019.3.28_4.20.1,2018,original
2783,KIA,FORTE,LX,sedan,14700,10051,cdnblob.carvana.io/2000275883/post-large/normalized/cropped/2000275883-edc-02.jpg?v=2019.4.1_10.56.46,2018,original
2784,KIA,FORTE,LX,sedan,15300,9250,cdnblob.carvana.io/2000275167/post-large/normalized/cropped/2000275167-edc-02.jpg?v=2019.4.1_11.8.47,2018,original
2785,KIA,FORTE,LX,sedan,14600,17346,cdnblob.carvana.io/2000274991/post-large/normalized/cropped/2000274991-edc-02.jpg?v=2019.3.29_23.11.37,2018,original
2786,KIA,FORTE,LX,sedan,15100,10986,cdnblob.carvana.io/2000274707/post-large/normalized/cropped/2000274707-edc-02.jpg?v=2019.4.1_10.34.53,2018,original
2787,KIA,FORTE,LX,sedan,14400,12278,cdnblob.carvana.io/2000274652/post-large/normalized/cropped/2000274652-edc-02.jpg?v=2019.4.1_10.41.11,2018,original
2788,CHEVROLET,IMPALA,Premier,sedan,21100,29352,cdnblob.carvana.io/2000274542/post-large/normalized/cropped/2000274542-edc-02.jpg?v=2019.4.12_19.11.46,2018,original
2789,KIA,FORTE,LX,sedan,15100,11528,cdnblob.carvana.io/2000274457/post-large/normalized/cropped/2000274457-edc-02.jpg?v=2019.4.9_13.58.50,2018,original
2790,HYUNDAI,ELANTRA,SE,sedan,13300,22535,cdnblob.carvana.io/2000267751/post-large/normalized/cropped/2000267751-edc-02.jpg?v=2019.4.4_19.19.7,2016,original
